LON,LAT,EDO,CLAVE,ESTACION,jun-24
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",28.44
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",102.95
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",146.02
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",115.06
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",133.25
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",182.25
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SACMEX*",114.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",141.5
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",154.14
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",136.32
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",114.37
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",144.25
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SACMEX*",0
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",4.31
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",145.4
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",137
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",137.84
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SACMEX*",181.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",182.25
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",11.17
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",107
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",162.9
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",113.73
-99.000556,19.275,DF,TEQUESQUITE,"San José Tlahuac RB Tequesquite, Cd. de Méx. SACMEX*",51.25
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",5.34
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",137.86
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",181.75
-99.084722,19.440833,DF,TPNDF,"Tanque Peńón, Cd. de Méx.",157.6
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",149.34
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",98.06
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",146.11
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMEX*",139.75
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",56.02
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",39
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",13.01
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",70.2
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",54.23
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",44.13
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",5.55
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",60.02
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",66.81
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",5.8
-99.170556,19.286944,DGO,LAJOYACDMX,"La Joya, Cd. de Méx. SACMEX*",164.25
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",73.8
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",34.33
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",15.5
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",69.6
-104.656667,24.203889,DGO,PAGDR,"Peńa del Aguila, Dgo.",42.44
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",51.11
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",31.02
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",67.02
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",45.01
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",54
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",12.52
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",45
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",7.31
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",24.8
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",56.61
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",48.52
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",23.5
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",39.01
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",91.8
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",77.9
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",143.1
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",101.3
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",127.61
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",43.5
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",185.9
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",213.2
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",122.6
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",67
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",90.3
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",61.4
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",51
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",140.9
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",214.9
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",151.1
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",34.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",173.3
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",193
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",190.1
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",187.2
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",219.5
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",10
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",123
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",81
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",127.8
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",98.3
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",247.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",147
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",69.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",123.7
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",147
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Cristóbal, Gro. CFE*",67.9
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",69
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",50.1
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",203.5
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",233.4
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",53
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",128.1
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",162.7
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",99.1
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",160.2
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",143.8
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",128.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",50.1
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",66.9
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",118.82
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",102.09
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",93.51
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",72.84
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",131.43
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",125.02
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",141
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",121.94
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",94
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",65
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",134.5
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",156.24
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",106.6
-100.9,20.95,GTO,CSRGJ,"Cinco Seńores, Gto.",81.63
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",54.62
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",67.82
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",112.43
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",194.55
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",123.14
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",154.42
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",41.95
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",43.18
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",82.03
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",162.35
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",78.72
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",186.54
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",164.52
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",105.83
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",75.03
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",88
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",182
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",49.7
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",115.19
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",94.61
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",136.84
-100.878333,21.105,GTO,PNLGJ,"Peńuelitas, Gto.",43.1
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",163.3
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",97.9
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",274
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",116.1
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",76.06
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",232.75
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",80.06
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",159.94
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",95.2
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",174.64
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",174.11
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",195
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",183.02
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",133
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",395.5
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",406.6
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",98
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",490
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",412.6
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",102.8
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",81.3
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",368.1
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",376.8
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",188.05
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",138.5
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",438.6
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",121.91
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",144.53
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",112
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",86.03
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",112.5
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",244.01
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",126.4
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",18.5
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",261
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",54.6
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",103.21
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",78.04
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",128.12
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",98.64
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",80
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",80.41
-103.782778,21.831667,JAL,BLNJL,"Bolańos, Jal.",45.41
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",78.6
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",106.68
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",179.13
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",77.7
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",100.81
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",161.81
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peńa, Jal.",0.06
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",217.02
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",68.03
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",184.62
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",111.43
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",136.42
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",64.42
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",165.5
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",128.2
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",139.92
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",22.92
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",73.31
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",269.21
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",92.4
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",73.6
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",179.71
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",114
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",79.51
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",61.8
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",156.62
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",96.2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",88.5
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",124.01
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",120.81
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",37.85
-102.716667,20.4,JAL,RIOZULA,"Río Zula, Jal. SGT*",48.51
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",96.06
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",70.1
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",83.2
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",97
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",35.1
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",137.54
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",31.4
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",79
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",102.75
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",32.6
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",67
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",142
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",89.2
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",147.72
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",129.51
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",77.4
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",102.2
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",181.81
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",244.01
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SACMEX*",107.61
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, Méx. SMN*",171.44
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",184.16
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",143.2
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, Méx. SACMEX*",44.5
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMEX*",61.25
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMEX*",108.42
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",93.9
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",185.7
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",142
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",177.82
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",215.2
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",187.5
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",103
-99.252222,19.635556,MEX,GDLMX,"Guadalupe, Méx.",101
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",51.6
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",165.53
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, Méx. SMN*",110.8
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",187.13
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",93.42
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",115.01
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",123.45
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",103.06
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. Río Hondo, Méx. SACMEX*",95
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",121.07
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",108.67
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",61.25
-99.728333,18.928333,MEX,PDZMX,"Porfirio Díaz, Méx.",139.5
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",220.5
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",92.95
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",117.8
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, Méx.",99.3
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",107.54
-99.864444,20.038611,MEX,PNDMX,"Ńadó, Méx.",103
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SACMEX*",109
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",149.1
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",162.6
-99.703889,19.465556,MEX,SB2MX,"San Bernabe, Méx",87.2
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",87.7
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",165.5
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",81.62
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",120
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",199
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",187.7
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx.",77.2
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",117.51
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",252.92
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",218.81
-100.054722,19.0475,MEX,TMSMX,"Temascaltepec, Mex.",149.31
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",147.6
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",137.9
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",100.94
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",85
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",95.02
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",187.02
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",141.91
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",80.5
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SACMEX*",119.75
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",61.72
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",117.4
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",132.91
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",68.21
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",59
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",87.3
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",187.11
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",81.54
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",110.6
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",85.91
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",58.2
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",60.91
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",121.97
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",142.6
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",32.8
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",76.5
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",61.4
